ID;codigo;tecnologia;modelo;fabricante;partNumber
3581;30008120;;;;NWA-013902-007-WSD000
3582;30008124;;;;NWA-013908-023-WSD000
3583;30008129;;;;NWA-013906-004-ESD000
3584;30008130;;;;NWA-013906-004-WSD000
3585;30008132;;;;NWA-013902-008-WSD000
3586;30008138;;;;NWA-013901-022-WSD000
3587;30008139;;;;NWA-014540-005
3588;30008141;;;;NWA-014540-007
3589;30008143;;;;NWA-014520-002
3590;30008144;;;;NWA-014520-004
3591;30008145;;;;NWA-014550-001
3592;30008146;;;;NWA-014570-001
3593;30008147;;;;NWA-014560-001
3594;30008148;;;;NWA-014800-001
3595;30008149;;;;NWA-014580-001
3596;30008151;;;;NWA-014810-001
3597;30008152;;;;NWA-014830-002
3598;30008153;;;;NWA-014820-001
3599;30008203;;PLACA;;INF9010639/197
3600;30008422;;;;FUL6AAA0A-XXXX
3601;30008423;;;;FG056A3A
3602;30008424;;;;FU07AAA0A-XXXX
3603;30008425;;;;FG78A3A
3604;30008426;;;;FU08AAA0A-XXXX
3605;30008427;;;;FG8A3A
3606;30008428;;;;FU11AAA0A-XXXX
3607;30008430;;;;FU15AAA0A-XXXX
3608;30008432;;;;FU18AAA0A-XXXX
3609;30008433;;;;FG18A3A
3610;30008434;;;;FU23AAA0A-XXXX
3611;30008435;;;;FG23A3A
3612;30008436;;;;FU38AAA0A-XXXX
3613;30008438;;;;FL05AAB0A
3614;30008440;;;;FLL6AAB0A
3615;30008441;;;;FLL6ABB0A
3616;30008442;;;;FL07AAB0A
3617;30008444;;;;FL08AAB0A
3618;30008445;;;;FL08ABB0A
3619;30008446;;;;FL11AAB0A
3620;30008448;;;;FUBU6325B-T
3621;30008449;;;;FKCN5551C-T
3622;30008450;;;;FKCN5551D-T
3623;30008451;;RADIO;;FDM5559C-T
3624;30008453;;;;FUBU6663A-T
3625;30008454;;;;FWP5705A-T
3626;30008455;;;;FAZZ6233A
3627;30008456;;RADIO;;FLDM5554A-T
3628;30008457;;RADIO;;FLDY5623A-T
3629;30008462;;RADIO;;FNCS5684A-T
3630;30008465;;RADIO;;FNZ5695B-T
3631;30008466;;;;FNCS5670A-T
3632;30008467;;;;FN5688A-T
3633;30008468;;;;FKN5674A-T
3634;30008470;;;;FNF5660A-T
3635;30008476;;;;FL07ADC0A
3636;30008477;;;;FL08ADC0A
3637;30008479;;;;FL18ADA0A
3638;30008480;;;;FL23ADA0A
3639;30008483;;;;FG07A12AA
3640;30008485;;;;FG07A31AA
3641;30008486;;;;FG07A32AA
3642;30008488;;;;FG08A11AA
3643;30008490;;;;FG08A41AA
3644;30008493;;;;FG08A44AA
3645;30008494;;;;FG15A21AA
3646;30008497;;;;FG23A11AA
3647;30008498;;;;FG23A12AA
3648;30008501;;;;FUBU6812A-T
3649;30008675;;;;NWA-013908-023-ESD010
3650;30008688;;;;732-241/08_120 002
3651;30008689;;PLACA;;S48354H4038A1V407
3652;30008690;;PLACA;;S30861B2028
3653;30008694;;PLACA;;3AL88615AD
3654;30008698;;;;468704A.411
3655;30008699;;PLACA;;469089A
3656;30008700;;;;469760A
3657;30008716;;;;NWA-06380-001
3658;30008718;;PLACA;;1.02099E+11
3659;30008719;;;;1.01901E+11
3660;30008720;;PLACA;;1.02099E+11
3661;30008736;;;;BFD599028/1
3662;30008737;;;;BGK34250/1
3663;30008738;;;;BGK34251/1
3664;30008744;;;;FAB8016813
3665;30008756;;RADIO;;NTM203057/11
3666;30008757;;RADIO;;NTM203057/15
3667;30008766;;RADIO;;NTM203077/22
3668;30008767;;RADIO;;NTM203077/23
3669;30008769;;RADIO;;NTM203077/27
3670;30008772;;RADIO;;NTM203079/41
3671;30008788;;RADIO;;NTM203085/24HP
3672;30008789;;RADIO;;NTM203087/11
3673;30008790;;RADIO;;NTM203087/15
3674;30008791;;;;NTM203110/1
3675;30008793;;RADIO;;NTM203152/31
3676;30008794;;RADIO;;NTM203152/35
3677;30008795;;RADIO;;NTM203171/93
3678;30008797;;RADIO;;NTM203171/97
3679;30008799;;;;NTM20399/1
3680;30008800;;PLACA;ERICSSON;ROJ2081305/1
3681;30008801;;;;ROJR208008/1
3682;30008802;;PLACA;ERICSSON;ROJR211005/1
3683;30008803;;;;SM0011602/00
3684;30008805;;TRANSMISSOR;;05HAA00066AAF
3685;30008889;;PLACA;;SK69AA
3686;30008934;;;;SU67AA
3687;30008942;;;;SU69BC
3688;30008944;;;;SU69CD
3689;30008978;;;;3CC08898AAAB/02
3690;30008990;;;;MCG000-001445
3691;30009022;;RADIO;HUAWEI;2350507
3692;30009042;;;;FG18A6A
3693;30009044;;;;RPM-09013
3694;30009046;;PLACA;;AN00233433
3695;30009054;;;;TRP-7GS
3696;30009055;;;;TRP-7GS
3697;30009056;;;;TRP-8GS
3698;30009057;;;;TRP-8GS
3699;30009058;;;;TRP-15GS
3700;30009059;;;;TRP-15GS
3701;30009060;;;;TRP-18GS
3702;30009061;;;;TRP-18GS
3703;30009062;;;;TRP-23GS
3704;30009063;;;;TRP-23GS
3705;30009068;;;;BA00148F-005AF1-000014
3706;30009075;;;;BA00148F-000020-000009
3707;30009110;;;;NWA-013906-004-WSD000S
3708;30009116;;;;NWA-013908-023-WSD000S
3709;30009118;;;;NWA-013901-022-WSD000S
3710;30009135;;;;NWA-014540-007S
3711;30009138;;;;NWA-014520-004S
3712;30009139;;;;NWA-014550-001S
3713;30009141;;;;NWA-014560-001S
3714;30009143;;;;NWA-014580-001S
3715;30009145;;;;NWA-014810-001S
3716;30009146;;;;NWA-014830-002S
3717;30009147;;;;NWA-014820-001S
3718;30009149;;;;NWA-013908-023-WSD010
3719;30009150;;;;10L11AL2A1BA0-A
3720;30009151;;PLACA;;8MDN101B-TOTAL
3721;30009152;;;;2NCS590D-EL1-TOTAL
3722;30009154;;PLACA;;UKL40156/14 R2D
3723;30009155;;PLACA;;UKL40156/15 R2D
3724;30009156;;;;471248A
3725;30009171;;;;E11F01P0404
3726;30009211;;;;H0161P
3727;30009213;;GABINETE;;BFX1011081
3728;30009220;;;;18S1560CNS
3729;30009228;;;;LGP18502
3730;30009240;;;;144732-241/08E102-YY
3731;30009241;;;;612-314/07A-XX
3732;30009242;;PLACA;;612-404/38A-XX
3733;30009243;;;;634-001/74-XX
3734;30009244;;;;702-300/12A-XX
3735;30009248;;;;732-251/15_101-XX
3736;30009254;;;;BR:732-251/18E302
3737;30009285;;;;3DB04399AAAA
3738;30009295;;PLACA;;S30861U2099
3739;30009296;;PLACA;;S48354H4037A2001907
3740;30009297;;PLACA;;3052087
3741;30009298;;PLACA;;03020GSA
3742;30009299;;PLACA;;S30861-Q4088-X-02
3743;30009301;;;;S42023D3522
3744;30009306;;PLACA;;SSQ2CXL114
3745;30009307;;BASTIDOR;;081910A.102
3746;30009308;;VENTILAÇÃO;;S30861U2463
3747;30009309;;;;087628-588/05
3748;30009310;;PLACA;;087611-526/70
3749;30009311;;;;087634-001/91
3750;30009312;;PLACA;;087612-315/37
3751;30009313;;;;087612-315/30
3752;30009317;;;;087735-221/11
3753;30009318;;;;087735-221/18
3754;30009319;;PLACA;;087612-315/05
3755;30009320;;;;087735-221/08
3756;30009322;;PLACA;;144612-404/41A
3757;30009336;;PLACA;;03020IMP
3758;30009337;;RADIO;;97315467
3759;30009340;;;;S30861-U2401-X-09/01
3760;30009341;;PLACA;;3036618
3761;30009342;;PLACA;;03030CBF
3762;30009343;;PLACA;HUAWEI;03030GYT
3763;30009345;;PLACA;HUAWEI;03030JUH
3764;30009346;;;;03030ETD
3765;30009347;;;;03030ETE
3766;30009348;;;;03030GVN
3767;30009350;;AMPLIFICADOR;;03030ESS
3768;30009351;;AMPLIFICADOR;;03030GBP
3769;30009352;;AMPLIFICADOR;;03030ETF
3770;30009353;;AMPLIFICADOR;;03030FXJ
3771;30009354;;AMPLIFICADOR;;03030FXN
3772;30009364;;;;BR_FL06AAB0A
3773;30009371;;;;BR_FL08ADC0A
3774;30009372;;;;BR_FL11AAB0A
3775;30009375;;;;BR_FL18ADC0A
3776;30009376;;;;BR_FL23ADC0A
3777;30009378;;;;BR_FU07AAA0A
3778;30009379;;;;BR_FU08AAA0A
3779;30009382;;;;BR_FU18AAA0A
3780;30009383;;;;BR_FU23AAA0A
3781;30009385;;;;BR_FUBU6812A
3782;30009386;;;;BR_IFU_20_HS
3783;30009387;;;;BR_IFU_20_NP
3784;30009390;;;;BR_IFU_50_HS
3785;30009393;;;;BR_IFU_STM_21
3786;22000936;;;;181722/70-2D.001
3787;30009406;;PLACA;;S30861-Q4088-X-02
3788;30009411;;;;468532A109
3789;30009413;;PLACA;HUAWEI;03020JTN
3790;30009448;;;;UKY21095DC12
3791;30009478;;BASTIDOR;;227390
3792;30009485;;;;BMG13610021
3793;30009486;;;;CONVERSOR
3794;30009488;;;;DVHA
3795;30009492;;;;201-901360-102
3796;30009494;;;;RU218FS0041
3797;30009497;;;;3DB00249AAAA
3798;30009498;;;;G8453A
3799;30009499;;;;G8454A
3800;30009502;;PLACA;;ROA1173010
3801;30009504;;PLACA;;UKL4010221
3802;30009511;;PLACA;;UKL4010225
3803;30009512;;PLACA;;RA3801015
3804;30009513;;PLACA;;RA2311022
3805;30009514;;PLACA;;S48354H4031A2
3806;30009518;;RADIO;;UKL4010224
3807;30009522;;;;FL18AAAA0A
3808;30009525;;;;99040RUX
3809;30009526;;;;61231405009
3810;30009527;;;;PSC1000
3811;30009528;;;;73522108152
3812;30009531;;RADIO;HUAWEI;2315617
3813;30009532;;;;469691A101
3814;30009533;;RADIO;;TSDB
3815;30009535;;PLACA;;S30861K4048X
3816;30009540;;PLACA;;S42024D3559B11A1
3817;30009542;;;;1.0311E+11
3818;30009544;;;;61231413
3819;30009545;;RADIO;;732101018X2
3820;30009548;;;;UC1001
3821;30009563;;PLACA;;2315653
3822;30009564;;PLACA;;2315464
3823;30009576;;;ERICSSON;UKL40162/31
3824;30009585;;BASTIDOR;ERICSSON;BFD599030/3
3825;30009592;;;;S30861-U2393-X-02/01
3826;30009593;;FILTRO;;S42024-L5447-A1-01
3827;30009596;;;;UKL40156/13
3828;30009597;;;;UKL40156/17
3829;30009598;;;;UKL40102/26
3830;30009599;;;;UKL40102/28
3831;30009601;;;;UKL40113/12
3832;30009602;;;;UKL40153/21
3833;30009603;;;;UKL40157/45
3834;30009607;;;;AMM0010201
3835;30009626;;;;DBC901010ELLCG
3836;30009628;;;;732-221/08B105
3837;30009629;;;;732-221/08B108
3838;30009630;;;;732-300/12 C 405R
3839;50000127;;;;BXC1800C
3840;30009688;;RADIO;;NTM20307815
3841;30009689;;RADIO;;NTM20307973
3842;30009691;;RADIO;;AR01G5BD64A
3843;30009692;;RADIO;;AR01G5AD64A
3844;30009698;;;;WRL-C05655F-ASG
3845;30009699;;;;WRL-C05655G-ASG
3846;30009700;;PLACA;;WRL-C05688D-ASG
3847;30009701;;;;WRL-C05689A-ASG
3848;30009702;;;;WRL-C05690A-ASG
3849;30009703;;;;WRL-C05691A-ASG
3850;30009704;;;;WRL-C05692C-ASG
3851;30009705;;;;WRL-C05702A-ASG
3852;30009706;;PLACA;;WRL-C06117A-ASG
3853;30009707;;;;WRL-C06118A-ASG
3854;30009717;;;;S48354U2008X
3855;30009718;;;;VXTA
3856;30009720;;PLACA;;S30861U2432X06
3857;30009721;;PLACA;;S30861-U2432-X-07/01
3858;30009732;;PLACA;;05HAT00049AAK
3859;30009749;;;;131-8924/01
3860;50000128;;;;BMK90501/1
3861;30009758;;PLACA;;MD300
3862;30009764;;PLACA;;P32E1DS1
3863;30009766;;;;735-211/08-154
3864;30009767;;;;735-211/08-156
3865;30009768;;;;735-201/07-251
3866;30009770;;PLACA;;UKL60114
3867;30009805;;;;UKL40165/23
3868;30009806;;;;H0163 MD-UNIT
3869;30009808;;;;H2006
3870;30009810;;;;H0738
3871;30009811;;;;H0739
3872;30009812;;;;H0739
3873;30009815;;;;H0332
3874;30009816;;;;H0332
3875;30009819;;;;H1312 MDP-80MB-2
3876;30009820;;;;H1312 MDP-80MB-2
3877;30009822;;;;H1314 SW-UNIT
3878;30009823;;;;H1325 2MB-INTF-M
3879;30009824;;;;H1327 2MB-INTF-S
3880;30009827;;;;H0349
3881;30009828;;;;H0349
3882;30009838;;RADIO;;FLEXWAVE5.8
3883;30009912;;PLACA;NOKIA;083833A
3884;30009913;;PLACA;NOKIA;084208A
3885;30009914;;;NOKIA;471248ASP
3886;30009916;;PLACA;;BSC3035
3887;30009917;;;;3CC08883
3888;30009918;;PLACA;;3CC08880
3889;30009930;;PLACA;;TNX:A4B0000008804-YY
3890;30009939;;;;BMF90423/101
3891;30009940;;PLACA;;S30861Q2053
3892;30009941;;;;FU16AAB0A-11UA-R1B
3893;30009943;;;;FU08AAA0A-41LA-R1D
3894;30009957;;;;IPBBHW0211
3895;30009960;;;;05HAA00067AAH
3896;30009963;;;;H2930
3897;30009965;;;;735-211/07-251
3898;20002697;;PLACA;;ROJ1192232/1T
3899;30009967;;RADIO;;NTM20307976
3900;30009968;;RADIO;;NTM20317193
3901;30009969;;RADIO;;NTM20306928
3902;30009970;;;;75201987
3903;30009971;;;;75235539
3904;30009978;;;;470067A
3905;30009983;;;;99042GJH
3906;30009984;;RADIO;;BR97026897
3907;50000129;;;;99042GJH
3908;30009987;;PLACA;;99042GMJ
3909;30009991;;PLACA;;03030KQL
3910;30009992;;PLACA;;3052339
3911;30009993;;PLACA;;3026727
3912;30009994;;PLACA;;3037355
3913;30009999;;;;H2990D
3914;30010002;;;;E11F01P04
3915;30010009;;;;E11F01P07
3916;30010019;;;;793533A
3917;30010020;;PLACA;;2KCN231A-TOTAL
3918;30010021;;PLACA;;2KN233A-TOTAL
3919;30010023;;PLACA;;8MDN101C-TOTAL
3920;30010024;;;;ATM200-002
3921;30010028;;;;ROJ605116/1
3922;30010043;;;;SEB104192
3923;30010051;;;;990-72100-01
3924;30010053;;;;FU23AAA0A-12LA
3925;30010055;;;;S30861-U2388-X-05/01
3926;30010056;;PLACA;;S30861-Q2150-X-06/01
3927;30010060;;PLACA;;S30861-U2100-X-10/01
3928;30010070;;;;S30861-U2392-X-10/01
3929;30010073;;;;FU15AAA0A-21LA
3930;30010074;;;;FU23AAA0A-12LA
3931;90000001;;;;GC724B
3932;30010078;;;;KRFB102175/2
3933;30010094;;PLACA;;PLN-CMGRPR*-ASG
3934;30010098;;;;KRC161170/2
3935;30010099;;;;KRC161170/3
3936;30010100;;;;FU08AAA0B-41LA
3937;30010101;;;;FU18AAA0B-31LA
3938;30010102;;;;FU23AAA0B-12LA
3939;30010103;;;;FL18ADA0A
3940;30010104;;PLACA;;RB500D00001H200
3941;30010106;;PLACA;;RB500A00001H200
3942;30010110;;;;LP0002100030210
3943;30010112;;;;NTM20307977
3944;30010114;;;;UKL601114/12
3945;30010115;;;;UKL601114/15
3946;50000133;;;;300.039.27
3947;50000134;;;;300.035.40
3948;50000135;;;;300.035.41
3949;30010118;;;;FUBU6520B-T
3950;30010126;;;ERICSSON;KRC11818/6
3951;30010129;;AMPLIFICADOR;;7.89846E+12
3952;30010132;;;;H0738D
3953;30010133;;;;H0739L
3954;30010134;;;;H0739H
3955;30010135;;;;H0739LA
3956;30010136;;;;H0739HA
3957;30010137;;;;H0739LB
3958;30010139;;;;H0331L
3959;30010141;;;;H0331LD
3960;30010142;;;;H0332H
3961;30010143;;;;H0332LD
3962;30010144;;;;H0332HD
3963;30010145;;;;H0333L
3964;30010146;;;;H0333LD
3965;30010148;;;;H0348LD
3966;30010149;;;;H0348HD
3967;30010150;;;;H0348L
3968;30010151;;;;H0348H
3969;30010152;;;;H0349LA
3970;30010153;;;;H0349HA
3971;30010154;;;;H0349LB
3972;30010155;;;;H0349HB
3973;30010156;;;;H0349L
3974;30010157;;;;H0349H
3975;30010159;;;;FUL6AAB0A-11UA Ãÿ Ãÿ Ãÿ
3976;30010160;;;;FU08AAA0A-42LA Ãÿ Ãÿ Ãÿ
3977;30010161;;RADIO;;FDM5559B-T
3978;30010164;;PLACA;;BSC3195
3979;30010165;;;;WRL-C06063A-ASG
3980;30010168;;;;WRL-C06076A-ASG
3981;30010169;;;;WRL-C06076B-ASG
3982;30010174;;;;ROJ208814/11
3983;50000136;;;ERICSSON;KDU127161/3
3984;30010179;;RADIO;ERICSSON;KRC11822/5
3985;30010180;;RADIO;ERICSSON;KRC11842/3
3986;30010182;;;;FU08AAA0A-11LA
3987;30010186;;RADIO;;KRC16131/056
3988;30010188;;;NOKIA;3DB23062HCAA01
3989;30010189;;PLACA;;LI0631000030210
3990;50000142;;;;300.035.42
3991;30010214;;PLACA;;BX0031109330200
3992;30010218;;PLACA;;LI0411390030200
3993;30010222;;PLACA;;CM3344AAD-A
3994;30010225;;;;CM3903-A-ST
3995;30010232;;;ERICSSON;KRC11875/1
3996;30010233;;;ERICSSON;KRC11865/2
3997;30010234;;;ERICSSON;KRC11864/3
3998;30010235;;;ERICSSON;KDU137569/1
3999;30010236;;;ERICSSON;KRC11870/3
4000;30010237;;;;KRC11873/1
4001;30010238;;;ERICSSON;KRC11876/1
4002;30010242;;GABINETE;;103/BFL901009
4003;30010256;;;;IP10-16E1-AUX
4004;30010257;;;;IP10E(R3)-SU-XPC-2DC
4005;30010258;;;;IP10G(R3)-16E1-TSLT-SU-2DC
4006;30010259;;;;IP10G(R3)-16E1-TSLT-SU-XPC-2DC
4007;30010260;;;;15R-IDU
4008;30010262;;;;FUBU6325B-T
4009;30010267;;;;RFU-CX-6L-252A-1W4-TH
4010;30010268;;;;RFU-CX-6L-252A-1W4-TL
4011;30010269;;;;RFU-CX-6L-252A-3W6-TH
4012;30010271;;;;RFU-CX-6L-252A-5W8-TH
4013;30010272;;;;RFU-CX-6L-252A-5W8-TL
4014;30010273;;;;RFU-CX-6H-340A-1W4-TH
4015;30010274;;;;RFU-CX-6H-340A-1W4-TL
4016;30010276;;;;RFU-CX-6H-340A-5W8-TL
4017;30010277;;;;RFU-CX-7-154A-1W2-TH
4018;30010278;;;;RFU-CX-7-154A-1W2-TL
4019;30010279;;;;RFU-CX-7-154A-2W3-TH
4020;30010280;;;;RFU-CX-7-154A-2W3-TL
4021;30010281;;;;RFU-CX-7-154A-3W4-TH
4022;30010282;;;;RFU-CX-7-154A-3W4-TL
4023;30010283;;;CERAGON;RFU-CX-7-154A-4W5-TH
4024;30010284;;;;RFU-CX-7-154A-4W5-TL
4025;30010285;;;;RFU-CX-8-311A-1W4-TH
4026;30010286;;;;RFU-CX-8-311A-1W4-TL
4027;30010287;;;;RFU-CX-8-311A-5W8-TH
4028;30010288;;;;RFU-CX-8-311A-5W8-TL
4029;30010290;;;;RFU-CX-11-H-TL
4030;30010291;;;;RFU-CX-11-L-TH
4031;30010292;;;;RFU-CX-11-L-TL
4032;30010293;;;;RFU-CXM-15-420-1W8-TH
4033;30010294;;;;RFU-CXM-15-420-1W8-TL
4034;30010295;;;;RFU-CXM-15-420-8W15TH
4035;30010296;;;;RFU-CXM-15-420-8W15TL
4036;30010297;;;;RFU-CX1M-F-18-TH
4037;30010298;;;;RFU-CX1M-F-18-TL
4038;30010299;;;;RFU-CX1-F-23-H-TH
4039;30010300;;;;RFU-CX1-F-23-H-TL
4040;30010325;;;;FU08AAA0A-43UA
4041;30010327;;;;2113254
4042;30010328;;;;2113174
4043;30010330;;;;2318686
4044;30010340;;;;52411647
4045;30010341;;;;52411648
4046;30010342;;;;52411649
4047;30010343;;;;52411650
4048;30010344;;;;52411651
4049;30010345;;;;52411652
4050;30010349;;;;52411746
4051;30010350;;;;52411713
4052;30010351;;;;52411714
4053;30010352;;;;52411715
4054;30010353;;;;52411716
4055;30010354;;;;52411717
4056;30010355;;;;52411718
4057;30010356;;;;52411719
4058;30010357;;;;52411720
4059;30010358;;;;52411721
4060;30010359;;;;52411722
4061;30010360;;;;52411723
4062;30010361;;;;52411724
4063;30010362;;;;52411755
4064;30010363;;;;52411756
4065;30010364;;;;52411757
4066;30010365;;;;52411758
4067;30010366;;;;52411759
4068;30010367;;;;52411760
4069;30010368;;;;52411761
4070;30010369;;;;52411762
4071;30010377;;;;52411900
4072;30010378;;;;52411881
4073;30010379;;;;52411882
4074;30010380;;;;52411865
4075;30010381;;;;52411866
4076;30010382;;;;52411867
4077;30010383;;;;52411868
4078;30010474;;;;FPH800.01
4079;30010525;;;;T55707
4080;30010526;;;;T55708
4081;30010527;;;;T557018
4082;30010528;;;;T557023
4083;30010540;;;;3DB23045HCAA02
4084;30010541;;;;NWA-055267-001A
4085;30010542;;;;NWA-055267-001B
4086;30010543;;;;NWA-055267-001C
4087;30010590;;AMPLIFICADOR;;3AL94211AA**
4088;30010595;;;;3AL94248BA**
4089;30010596;;;;3AL94249CA**
4090;30010597;;;;3AL94253AA**
4091;30010598;;;;3AL94305AA**
4092;30010600;;BASTIDOR;;3AL94511AA**
4093;30010614;;;;3AL95504AB**
4094;30010618;;;;3AL95507CD**
4095;30010620;;;;3AL95507CF**
4096;30010642;;;;8DG16489AA**
4097;30010654;;AMPLIFICADOR;;8DG59245AA**
4098;30010657;;BASTIDOR;;8DG59319AA**
4099;30010705;;;;2319940
4100;30010706;;RADIO;;2317165
4101;30010707;;;;03030LPM
4102;30010708;;;;2318544
4103;30010725;;;;3AL75117AAAA
4104;30010729;;;;3KC12828AB**
4105;30010734;;;;8DG59248AA**
4106;30010755;;;;8DG60117AA**
4107;30010759;;;;8DG60349AA**
4108;30010782;;AMPLIFICADOR;;7.89846E+12
4109;30010799;;RADIO;NOKIA;472143A
4110;30010800;;RADIO;NOKIA;472084A
4111;30010801;;RADIO;NOKIA;472059A
4112;30010804;;GABINETE;;AB-P1500D
4113;30010822;;PLACA;;S30861-Q2323
4114;30010823;;PLACA;;S30861-Q2324
4115;30010825;;;;2300562
4116;30010829;;;;CM36650101
4117;30010838;;PLACA;;109337386
4118;30010864;;PLACA;;3AL78830AE**
4119;30010865;;PLACA;;3AL81879AB**
4120;30010976;;RADIO;;BFZ60108/01
4121;30010979;;PLACA;;INF 901 4620/103
4122;30010998;;RADIO;;NTM203163/CD
4123;30011189;;;CERAGON;RFU-CX-8-119A-1W3-TL
4124;30011190;;;CERAGON;RFU-CX-8-119A-1W3-TH
4125;30011191;;;;RFU-CX-8-119A-4W6-TL
4126;30011192;;;;RFU-CX-8-119A-4W6-TH
4127;30011205;;PLACA;;3AL78830AE**A
4128;30011206;;;;735-221/08 158
4129;30011209;;;;3AL89590AG**
4130;30011212;;;;3AL92108AF**
4131;30011214;;;;3AL92110AA**
4132;30011215;;FONTE;;8DG07990AA**
4133;30011219;;;;8DG08226AA**
4134;30011227;;;;NWA-055267-001E
4135;30011228;;;;990-50301-02
4136;30011229;;;;090-50321-01
4137;30011230;;;;090-50331-01
4138;30011231;;;;090-50312-01
4139;30011239;;GABINETE;;ROJ60950/1
4140;30011240;;;;BFD599031/2
4141;30011241;;;;WRL-C06189A-ASG
4142;30011242;;;;WRL-C06189B-ASG
4143;30011243;;;;WRL-C06186A-ASG
4144;30011246;;PLACA;ERICSSON;ROJ1192254/6
4145;30011248;;PLACA;;03030EQH
4146;30011250;;BASTIDOR;;BFD599030/01
4147;30011251;;;;S308612435
4148;50000144;;;;6601_3X1_S_40W_128CE_HW
4149;50000150;;;;6601_3X2_D_40W_128CE_HW
4150;30011256;;;;FU08AAB0A-43UA
4151;30011263;;;;735-221/08_001
4152;30011264;;;;735-221/08_051
4153;30011265;;;;735-221/08_101
4154;30011266;;;;735-221/11_110
4155;30011267;;;;735-221/11_160
4156;30011268;;;;735-221/18_101
4157;30011269;;;;735-221/18_102
4158;30011271;;PLACA;;S42024-L5495-A1
4159;30011274;;BASTIDOR;;628-586/41
4160;30011277;;PLACA;;S30861-Q2210-X
4161;30011278;;RADIO;;S30861-U2400-X
4162;30011279;;RADIO;;S30861-U2406-X-12/01
4163;30011280;;RADIO;;S30861-U2407-X
4164;30011281;;RADIO;;2317521
4165;30011282;;RADIO;;2316791
4166;30011283;;RADIO;;UKL40111/23HP
4167;30011284;;RADIO;;UKL 401 18/42
4168;30011285;;;;705-400/27D707Z
4169;30011286;;;;705-400/33D707Z
4170;30011287;;;;705-400/34D707Z
4171;30011288;;PLACA;;7600-ES+4TG3C=
4172;30011299;;;;AIR-CT5508-50-K9
4173;30011305;;ROTEADOR;;3HE04991AA
4174;30011306;;;;3HE04992AA
4175;30011307;;PLACA;NOKIA;3HE06151AA
4176;30011312;;RADIO;;1.29584E+11
4177;50000159;;;;REP900
4178;30011328;;ROTEADOR;NOKIA;3HE05051AB
4179;30011330;;;;KRC161255/1
4180;30011331;;PLACA;;NTMB901152
4181;30011440;;RADIO;ERICSSON;KRC11846/2
4182;30011443;;PLACA;;RB500600001H200
4183;30011458;;;NOKIA;3DB23062HDAA01
4184;30011460;;GABINETE;;BSC3238
4185;30011462;;PLACA;NOKIA;BSC3240
4186;30011463;;;;472508A
4187;30011464;;RADIO;;472142A
4188;30011466;;;;ROJ208864/2
4189;30011467;;RADIO;ERICSSON;KRC11876/1
4190;30011468;;RADIO;;KRC11862/1
4191;30011476;;;;CM-BK2D-OD4C
4192;30011480;;;;CM-DW2D-OD4C
4193;30011494;;;;CM-BK2-OD4D
4194;30011526;;;;7.89846E+12
4195;30011535;;;;3DB02162AB**
4196;30011536;;PLACA;NOKIA;3DB18206ACXX
4197;30011537;;;;3HK13007FAEA
4198;30011539;;;;3HK13006EAEA
4199;30011572;;PLACA;;ROJ1192316/2
4200;30011573;;;;472109A
4201;30011575;;RADIO;;472044A
4202;30011576;;RADIO;;472045A
4203;30011590;;BASTIDOR;;S30861-B248-X-07/01
4204;30011595;;RADIO;;S30861-U2388-X-N1
4205;30011596;;;;732-221/08B 006
4206;50000176;;;;ENB_6601_3X1_S_80W_HW
4207;30011632;;RADIO;;840.8401.00-7
4208;30011633;;RADIO;;840.8402.00-3
4209;30011634;;RADIO;;840.8403.00-0
4210;30011635;;RADIO;;840.8404.00-6
4211;30011637;;RADIO;;840.9937.00-8
4212;30011654;;GABINETE;;3HE05864AA
4213;30011655;;PLACA;;3HE03617AA
4214;30011656;;GABINETE;;3HE06573AA
4215;30011658;;GABINETE;;3HE06574AA
4216;30011659;;PLACA;;3HE05949AA
4217;30011660;;PLACA;NOKIA;3HE03619AA
4218;30011664;;PLACA;NOKIA;3HE03685AA
4219;30011665;;PLACA;;3HE01197AA
4220;30011667;;RADIO;;2318876
4221;30011669;;;HUAWEI;03021HPJ
4222;30011670;;;;27030123
4223;30011680;;PLACA;;KRY121535
4224;30011684;;PLACA;;S30861Q2052X
4225;30011686;;PLACA;;S30861-Q520-X
4226;30011687;;;;27030138
4227;30011690;;PLACA;;81.86L-1GE14SX-R6
4228;30011698;;;ERICSSON;1/BFL901009/4
4229;30011699;;PLACA;ERICSSON;KRC161253/1
4230;30011700;;PLACA;ERICSSON;KDU137624/3
4231;30011733;;;;MW9076B1
4232;30011763;;GABINETE;;E63452107/521
4233;30011768;;;;HUW1-03021HPJ-1
4234;30011769;;RADIO;HUAWEI;HUW1-02318876-1
4235;30011771;;PLACA;;C111441.D2C
4236;30011772;;;;03020JQE
4237;30011773;;;;2318425
4238;50000182;;RADIO;NOKIA;084416A
4239;30011787;;RADIO;;05095A
4240;30011789;;RADIO;;05101A
4241;30011801;;;;U02300562
4242;30011810;;;;G8003E
4243;30011813;;BASTIDOR;;S30861-B256-X
4244;30011814;;BASTIDOR;;S30861-B251-X
4245;30011815;;PLACA;;S30861-Q518-X
4246;30011816;;BASTIDOR;;S30861-C42-X
4247;30011818;;PLACA;;KRC11830/1
4248;50000186;;PLACA;ERICSSON;INF9016000/DW30A
4249;30011832;;;;KRF901085/2
4250;30011833;;FILTRO;;KRF901084/2
4251;30011835;;FILTRO;;KRF102301/2
